17.10.2020 14:04, 3.16, 29.68
17.10.2020 17:00, 4.8, 12.87
17.10.2020 17:16, 4.11, 12.0
17.10.2020 17:31, 4.23, 11.74
17.10.2020 17:46, 3.61, 11.7
17.10.2020 18:01, 3.9, 12.55
17.10.2020 18:16, 3.07, 9.16
17.10.2020 18:31, 3.84, 11.39
17.10.2020 18:46, 3.44, 11.84
17.10.2020 19:01, 3.24, 8.42
17.10.2020 19:16, 2.79, 7.57
17.10.2020 19:31, 2.9, 6.53
17.10.2020 19:46, 2.91, 7.15
17.10.2020 20:01, 3.32, 8.83
17.10.2020 20:16, 3.6, 9.52
17.10.2020 20:31, 3.67, 10.76
17.10.2020 20:46, 8.55, 22.77
